date,tourney,surface,round,playerA,playerB,rankA,rankB,oddsA,oddsB,score,comment,source_file,gender,winner,playerA_norm,playerB_norm,pA_implied_fair,pB_implied_fair
2026-04-29,Madrid,Clay,ATP Madrid - Quarter-finals,A. Fils,J. Lehecka,,,,,2-0,Completed,api-tennis,M,A,a. fils,j. lehecka,,
2026-04-29,Madrid,Clay,ATP Madrid - Quarter-finals,J. Sinner,R. Jodar,,,,,2-0,Completed,api-tennis,M,A,j. sinner,r. jodar,,
2026-04-30,Madrid,Clay,ATP Madrid - Quarter-finals,A. Blockx,C. Ruud,,,,,2-0,Completed,api-tennis,M,A,a. blockx,c. ruud,,
2026-04-30,Madrid,Clay,ATP Madrid - Quarter-finals,A. Zverev,F. Cobolli,,,,,2-0,Completed,api-tennis,M,A,a. zverev,f. cobolli,,
2026-05-01,Madrid,Clay,ATP Madrid - Semi-finals,J. Sinner,A. Fils,,,,,2-0,Completed,api-tennis,M,A,j. sinner,a. fils,,
2026-05-01,Madrid,Clay,ATP Madrid - Semi-finals,A. Zverev,A. Blockx,,,,,2-0,Completed,api-tennis,M,A,a. zverev,a. blockx,,
2026-05-03,Madrid,Clay,ATP Madrid - Final,J. Sinner,A. Zverev,,,,,2-0,Completed,api-tennis,M,A,j. sinner,a. zverev,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,A. Pellegrino,H. Gaston,,,,,2-0,Completed,api-tennis,M,A,a. pellegrino,h. gaston,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,F. Bondioli,E. Nava,,,,,2-1,Completed,api-tennis,M,A,f. bondioli,e. nava,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,A. Kovacevic,L. Carboni,,,,,2-0,Completed,api-tennis,M,A,a. kovacevic,l. carboni,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,M. Landaluce,C. O'Connell,,,,,2-0,Completed,api-tennis,M,A,m. landaluce,c. o'connell,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,J. Fearnley,S. Mochizuki,,,,,2-0,Completed,api-tennis,M,A,j. fearnley,s. mochizuki,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,N. Basilashvili,E. Moller,,,,,2-1,Completed,api-tennis,M,A,n. basilashvili,e. moller,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,R. Hijikata,P. Basile,,,,,2-1,Completed,api-tennis,M,A,r. hijikata,p. basile,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,T. Droguet,J. C. Martin Manzano,,,,,2-1,Completed,api-tennis,M,A,t. droguet,j. c. martin manzano,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,J. Faria,D. Vallejo,,,,,2-1,Completed,api-tennis,M,A,j. faria,d. vallejo,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,P. Llamas Ruiz,H. Rocha,,,,,2-1,Completed,api-tennis,M,A,p. llamas ruiz,h. rocha,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,D. Prizmic,C. Rodesch,,,,,2-0,Completed,api-tennis,M,A,d. prizmic,c. rodesch,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,N. Budkov Kjaer,O. Virtanen,,,,,2-1,Completed,api-tennis,M,A,n. budkov kjaer,o. virtanen,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,D. Svrcina,B. Bonzi,,,,,2-0,Completed,api-tennis,M,A,d. svrcina,b. bonzi,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,H. Dellien,L. van Assche,,,,,2-0,Completed,api-tennis,M,A,h. dellien,l. van assche,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,F. Comesana,B. Harris,,,,,2-0,Completed,api-tennis,M,A,f. comesana,b. harris,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,C. Garin,M. Echargui,,,,,2-0,Completed,api-tennis,M,A,c. garin,m. echargui,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,D. Merida Aguilar,M. McDonald,,,,,2-0,Completed,api-tennis,M,A,d. merida aguilar,m. mcdonald,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,T. Barrios Vera,J. Vasami,,,,,2-0,Completed,api-tennis,M,A,t. barrios vera,j. vasami,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,J. De Jong,P. Martinez,,,,,2-0,Completed,api-tennis,M,A,j. de jong,p. martinez,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,P. Kypson,J. Pinnington Jones,,,,,2-1,Completed,api-tennis,M,A,p. kypson,j. pinnington jones,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,J. Choinski,D. Lajovic,,,,,2-0,Completed,api-tennis,M,A,j. choinski,d. lajovic,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,L. Riedi,V. Gaubas,,,,,2-0,Completed,api-tennis,M,A,l. riedi,v. gaubas,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,S. Wawrinka,S. Travaglia,,,,,2-1,Completed,api-tennis,M,A,s. wawrinka,s. travaglia,,
2026-05-04,Rome,Clay,ATP Rome - Semi-finals,P. Carreno-Busta,M. Damm,,,,,2-0,Completed,api-tennis,M,A,p. carreno-busta,m. damm,,
2026-05-05,Rome,Clay,ATP Rome - Final,A. Pellegrino,M. Landaluce,,,,,2-1,Completed,api-tennis,M,A,a. pellegrino,m. landaluce,,
2026-05-05,Rome,Clay,ATP Rome - Final,N. Basilashvili,R. Hijikata,,,,,2-0,Completed,api-tennis,M,A,n. basilashvili,r. hijikata,,
2026-05-05,Rome,Clay,ATP Rome - Final,P. Kypson,T. Droguet,,,,,2-1,Completed,api-tennis,M,A,p. kypson,t. droguet,,
2026-05-05,Rome,Clay,ATP Rome - Final,D. Svrcina,N. Budkov Kjaer,,,,,2-0,Completed,api-tennis,M,A,d. svrcina,n. budkov kjaer,,
2026-05-05,Rome,Clay,ATP Rome - Final,J. Fearnley,A. Kovacevic,,,,,2-1,Completed,api-tennis,M,A,j. fearnley,a. kovacevic,,
2026-05-05,Rome,Clay,ATP Rome - Final,D. Prizmic,F. Bondioli,,,,,2-0,Completed,api-tennis,M,A,d. prizmic,f. bondioli,,
2026-05-05,Rome,Clay,ATP Rome - Final,F. Comesana,L. Riedi,,,,,2-1,Completed,api-tennis,M,A,f. comesana,l. riedi,,
2026-05-05,Rome,Clay,ATP Rome - Final,D. Merida Aguilar,T. Barrios Vera,,,,,2-1,Completed,api-tennis,M,A,d. merida aguilar,t. barrios vera,,
2026-05-05,Rome,Clay,ATP Rome - Final,C. Garin,J. Choinski,,,,,2-1,Completed,api-tennis,M,A,c. garin,j. choinski,,
2026-05-05,Rome,Clay,ATP Rome - Final,J. De Jong,H. Dellien,,,,,2-1,Completed,api-tennis,M,A,j. de jong,h. dellien,,
2026-05-05,Rome,Clay,ATP Rome - Final,P. Carreno-Busta,S. Wawrinka,,,,,,Completed,api-tennis,M,A,p. carreno-busta,s. wawrinka,,
2026-05-05,Rome,Clay,ATP Rome - Final,P. Llamas Ruiz,J. Faria,,,,,2-1,Completed,api-tennis,M,A,p. llamas ruiz,j. faria,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,A. Vukic,P. Kypson,,,,,2-1,Completed,api-tennis,M,A,a. vukic,p. kypson,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,N. Borges,J. De Jong,,,,,2-0,Completed,api-tennis,M,A,n. borges,j. de jong,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,A. Tabilo,P. Carreno-Busta,,,,,2-0,Completed,api-tennis,M,A,a. tabilo,p. carreno-busta,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,J-L. Struff,F. Comesana,,,,,2-0,Completed,api-tennis,M,A,j-l. struff,f. comesana,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,A. Shevchenko,C. Ugo Carabelli,,,,,2-1,Completed,api-tennis,M,A,a. shevchenko,c. ugo carabelli,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,Z. Svajda,M. Trungelliti,,,,,2-1,Completed,api-tennis,M,A,z. svajda,m. trungelliti,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,D. Altmaier,Z. Zhang,,,,,2-1,Completed,api-tennis,M,A,d. altmaier,z. zhang,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,V. Kopriva,F. Marozsan,,,,,2-0,Completed,api-tennis,M,A,v. kopriva,f. marozsan,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,Y. Hanfmann,H. Hurkacz,,,,,2-1,Completed,api-tennis,M,A,y. hanfmann,h. hurkacz,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,D. Dzumhur,A. Mannarino,,,,,2-0,Completed,api-tennis,M,A,d. dzumhur,a. mannarino,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,S. Baez,J. Brooksby,,,,,2-0,Completed,api-tennis,M,A,s. baez,j. brooksby,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,M. Arnaldi,J. Munar,,,,,2-1,Completed,api-tennis,M,A,m. arnaldi,j. munar,,
2026-05-06,Rome,Clay,ATP Rome - 1/64-finals,B. Van De Zandschulp,A. Muller,,,,,2-0,Completed,api-tennis,M,A,b. van de zandschulp,a. muller,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,T. Machac,S. Tsitsipas,,,,,2-0,Completed,api-tennis,M,A,t. machac,s. tsitsipas,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,M. Kecmanovic,D. Svrcina,,,,,2-0,Completed,api-tennis,M,A,m. kecmanovic,d. svrcina,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,P. Llamas Ruiz,E. Quinn,,,,,2-1,Completed,api-tennis,M,A,p. llamas ruiz,e. quinn,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,A. Pellegrino,L. Nardi,,,,,2-1,Completed,api-tennis,M,A,a. pellegrino,l. nardi,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,C. Garin,J. M. Cerundolo,,,,,2-0,Completed,api-tennis,M,A,c. garin,j. m. cerundolo,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,N. Basilashvili,D. Merida Aguilar,,,,,2-1,Completed,api-tennis,M,A,n. basilashvili,d. merida aguilar,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,D. Prizmic,M. Fucsovics,,,,,2-0,Completed,api-tennis,M,A,d. prizmic,m. fucsovics,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,G. Mpetshi Perricard,J. Fearnley,,,,,2-1,Completed,api-tennis,M,A,g. mpetshi perricard,j. fearnley,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,T. A. Tirante,G. Cadenasso,,,,,2-1,Completed,api-tennis,M,A,t. a. tirante,g. cadenasso,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,S. Ofner,A. Michelsen,,,,,2-0,Completed,api-tennis,M,A,s. ofner,a. michelsen,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,M. Navone,D. Shapovalov,,,,,2-0,Completed,api-tennis,M,A,m. navone,d. shapovalov,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,T. Atmane,Z. Bergs,,,,,2-0,Completed,api-tennis,M,A,t. atmane,z. bergs,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,M. Bellucci,R. A. Burruchaga,,,,,2-0,Completed,api-tennis,M,A,m. bellucci,r. a. burruchaga,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,A. Blockx,F. Cina,,,,,2-1,Completed,api-tennis,M,A,a. blockx,f. cina,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,R. Bautista-Agut,F. Maestrelli,,,,,2-0,Completed,api-tennis,M,A,r. bautista-agut,f. maestrelli,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,H. Medjedovic,V. Royer,,,,,2-0,Completed,api-tennis,M,A,h. medjedovic,v. royer,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,I. Buse,L. Sonego,,,,,2-0,Completed,api-tennis,M,A,i. buse,l. sonego,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,A. Popyrin,M. Berrettini,,,,,2-0,Completed,api-tennis,M,A,a. popyrin,m. berrettini,,
2026-05-07,Rome,Clay,ATP Rome - 1/64-finals,M. Cilic,M. Giron,,,,,2-0,Completed,api-tennis,M,A,m. cilic,m. giron,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,M. Arnaldi,A. De Minaur,,,,,2-1,Completed,api-tennis,M,A,m. arnaldi,a. de minaur,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,A. Blockx,T. Griekspoor,,,,,2-1,Completed,api-tennis,M,A,a. blockx,t. griekspoor,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,L. Musetti,G. Mpetshi Perricard,,,,,2-0,Completed,api-tennis,M,A,l. musetti,g. mpetshi perricard,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,B. Van De Zandschulp,A. Kovacevic,,,,,2-1,Completed,api-tennis,M,A,b. van de zandschulp,a. kovacevic,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,D. Prizmic,N. Djokovic,,,,,2-1,Completed,api-tennis,M,A,d. prizmic,n. djokovic,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,F. Cerundolo,A. Tabilo,,,,,2-0,Completed,api-tennis,M,A,f. cerundolo,a. tabilo,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,R. Jodar,N. Borges,,,,,2-0,Completed,api-tennis,M,A,r. jodar,n. borges,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,L. Darderi,Y. Hanfmann,,,,,2-0,Completed,api-tennis,M,A,l. darderi,y. hanfmann,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,K. Khachanov,A. Shevchenko,,,,,2-0,Completed,api-tennis,M,A,k. khachanov,a. shevchenko,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,T. Paul,A. Vukic,,,,,2-0,Completed,api-tennis,M,A,t. paul,a. vukic,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,C. Ruud,Z. Svajda,,,,,2-0,Completed,api-tennis,M,A,c. ruud,z. svajda,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,J. Lehecka,J-L. Struff,,,,,2-0,Completed,api-tennis,M,A,j. lehecka,j-l. struff,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,L. Tien,D. Dzumhur,,,,,2-0,Completed,api-tennis,M,A,l. tien,d. dzumhur,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,U. Humbert,V. Kopriva,,,,,2-0,Completed,api-tennis,M,A,u. humbert,v. kopriva,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,A. Bublik,S. Baez,,,,,2-0,Completed,api-tennis,M,A,a. bublik,s. baez,,
2026-05-08,Rome,Clay,ATP Rome - 1/32-finals,A. Zverev,D. Altmaier,,,,,2-0,Completed,api-tennis,M,A,a. zverev,d. altmaier,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,M. Navone,F. Auger-Aliassime,,,,,2-0,Completed,api-tennis,M,A,m. navone,f. auger-aliassime,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,A. Pellegrino,A. Fils,,,,,0-0,Completed,api-tennis,M,A,a. pellegrino,a. fils,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,T. A. Tirante,C. Norrie,,,,,2-0,Completed,api-tennis,M,A,t. a. tirante,c. norrie,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,F. Tiafoe,I. Buse,,,,,2-1,Completed,api-tennis,M,A,f. tiafoe,i. buse,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,M. Landaluce,M. Cilic,,,,,2-0,Completed,api-tennis,M,A,m. landaluce,m. cilic,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,J. Sinner,S. Ofner,,,,,2-0,Completed,api-tennis,M,A,j. sinner,s. ofner,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,H. Medjedovic,J. Fonseca,,,,,2-1,Completed,api-tennis,M,A,h. medjedovic,j. fonseca,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,A. Davidovich Fokina,C. Garin,,,,,2-0,Completed,api-tennis,M,A,a. davidovich fokina,c. garin,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,B. Nakashima,R. Bautista-Agut,,,,,2-0,Completed,api-tennis,M,A,b. nakashima,r. bautista-agut,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,M. Bellucci,T. M. Etcheverry,,,,,2-1,Completed,api-tennis,M,A,m. bellucci,t. m. etcheverry,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,P. Llamas Ruiz,C. Moutet,,,,,2-1,Completed,api-tennis,M,A,p. llamas ruiz,c. moutet,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,A. Rublev,M. Kecmanovic,,,,,2-0,Completed,api-tennis,M,A,a. rublev,m. kecmanovic,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,A. Popyrin,J. Mensik,,,,,2-1,Completed,api-tennis,M,A,a. popyrin,j. mensik,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,F. Cobolli,T. Atmane,,,,,2-0,Completed,api-tennis,M,A,f. cobolli,t. atmane,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,N. Basilashvili,B. Shelton,,,,,2-1,Completed,api-tennis,M,A,n. basilashvili,b. shelton,,
2026-05-09,Rome,Clay,ATP Rome - 1/32-finals,D. Medvedev,T. Machac,,,,,,Completed,api-tennis,M,A,d. medvedev,t. machac,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,L. Darderi,T. Paul,,,,,2-1,Completed,api-tennis,M,A,l. darderi,t. paul,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,L. Musetti,F. Cerundolo,,,,,2-0,Completed,api-tennis,M,A,l. musetti,f. cerundolo,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,A. Zverev,A. Blockx,,,,,2-0,Completed,api-tennis,M,A,a. zverev,a. blockx,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,D. Prizmic,U. Humbert,,,,,2-0,Completed,api-tennis,M,A,d. prizmic,u. humbert,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,C. Ruud,J. Lehecka,,,,,2-0,Completed,api-tennis,M,A,c. ruud,j. lehecka,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,L. Tien,A. Bublik,,,,,2-1,Completed,api-tennis,M,A,l. tien,a. bublik,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,R. Jodar,M. Arnaldi,,,,,2-1,Completed,api-tennis,M,A,r. jodar,m. arnaldi,,
2026-05-10,Rome,Clay,ATP Rome - 1/16-finals,K. Khachanov,B. Van De Zandschulp,,,,,2-1,Completed,api-tennis,M,A,k. khachanov,b. van de zandschulp,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,D. Medvedev,P. Llamas Ruiz,,,,,2-1,Completed,api-tennis,M,A,d. medvedev,p. llamas ruiz,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,A. Rublev,A. Davidovich Fokina,,,,,2-0,Completed,api-tennis,M,A,a. rublev,a. davidovich fokina,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,T. A. Tirante,F. Cobolli,,,,,2-0,Completed,api-tennis,M,A,t. a. tirante,f. cobolli,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,M. Landaluce,M. Bellucci,,,,,2-0,Completed,api-tennis,M,A,m. landaluce,m. bellucci,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,N. Basilashvili,B. Nakashima,,,,,2-0,Completed,api-tennis,M,A,n. basilashvili,b. nakashima,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,A. Pellegrino,F. Tiafoe,,,,,2-0,Completed,api-tennis,M,A,a. pellegrino,f. tiafoe,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,H. Medjedovic,M. Navone,,,,,2-1,Completed,api-tennis,M,A,h. medjedovic,m. navone,,
2026-05-11,Rome,Clay,ATP Rome - 1/16-finals,J. Sinner,A. Popyrin,,,,,2-0,Completed,api-tennis,M,A,j. sinner,a. popyrin,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,J. Sinner,A. Pellegrino,,,,,2-0,Completed,api-tennis,M,A,j. sinner,a. pellegrino,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,D. Medvedev,T. A. Tirante,,,,,2-0,Completed,api-tennis,M,A,d. medvedev,t. a. tirante,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,A. Rublev,N. Basilashvili,,,,,2-1,Completed,api-tennis,M,A,a. rublev,n. basilashvili,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,M. Landaluce,H. Medjedovic,,,,,2-0,Completed,api-tennis,M,A,m. landaluce,h. medjedovic,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,L. Darderi,A. Zverev,,,,,2-1,Completed,api-tennis,M,A,l. darderi,a. zverev,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,K. Khachanov,D. Prizmic,,,,,2-0,Completed,api-tennis,M,A,k. khachanov,d. prizmic,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,C. Ruud,L. Musetti,,,,,2-0,Completed,api-tennis,M,A,c. ruud,l. musetti,,
2026-05-12,Rome,Clay,ATP Rome - 1/8-finals,R. Jodar,L. Tien,,,,,2-0,Completed,api-tennis,M,A,r. jodar,l. tien,,
